2226	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for Galaxy A52 4G/5G (Black)
2231	screens-lcds -> apple-watch	OLED Assembly For Apple Watch Series 7 - 45MM
2232	screens-lcds -> apple-watch	OLED Assembly For Apple Watch Series 7 - 41MM
2237	cameras -> back-glass-housings	Back Cover With Camera Lens for Galaxy A12 Nacho (Black)
2248	cameras -> back-glass-housings	Back Cover With Camera Lens for Galaxy A33 5G (Peach)
2249	cameras -> back-glass-housings	Back Cover With Camera Lens for Galaxy A33 5G (Blue)
2250	cameras -> back-glass-housings	Back Cover With Camera Lens for Galaxy A33 5G (White)
2251	cameras -> back-glass-housings	Back Cover With Camera Lens for Galaxy A33 5G (Black)
2450	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 13 Pro / 13 Pro Max
2451	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 13 / 13 Mini
2452	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 12 Pro Max
2453	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 12 Pro
2454	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 12
2455	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 11 Pro / 11 Pro Max
2456	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 11 / 12 Mini
2547	cables-chargers -> chargers-power	20W USB-C Power Adapter - Compatible
2548	cables-chargers -> cables-adapters	USB-C Charge Cable (2 m) - Compatible
2549	cables-chargers -> cables-adapters	USB-C Charge Cable (1 m) - Compatible
2550	cables-chargers -> cables-adapters	Lightning to USB Cable (2 m) - Compatible
2551	cables-chargers -> cables-adapters	Lightning to USB Cable (1 m) - Compatible
2552	cables-chargers -> chargers-power	5W USB Power Adapter - Compatible
2563	cameras -> back-glass-housings	Back Cover with Camera Lens for Galaxy A51 5G (Pink)
2564	cameras -> back-glass-housings	Back Cover with Camera Lens for Galaxy A51 5G (White)
2565	cameras -> back-glass-housings	Back Cover with Camera Lens for Galaxy A51 5G (Black)
2678	cables-chargers -> chargers-power	18W USB-C Power Adapter – Apple
2680	other-parts -> tempered-glass-protection	Privacy Film SS-057S
2681	other-parts -> tempered-glass-protection	Matte Film SS-057E
2682	small-parts-flex -> tempered-glass-protection	Flexible Hydrogel Film SS-057
2688	screens-lcds -> chargers-power	85W MagSafe 2 Power Adapter (for MacBook Pro with Retina display) – Apple
2689	screens-lcds -> chargers-power	60W MagSafe 2 Power Adapter (MacBook Pro with 13-inch Retina display) – Apple
2690	cases-covers -> chargers-power	45W MagSafe 2 Power Adapter for MacBook Air – Apple
2705	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 14 Pro / iPhone 14 Pro Max
2706	cameras -> tempered-glass-protection	Tempered Glass Camera Protector for iPhone 14 / iPhone 14 Plus
2772	other-parts -> accessories	Quote Invoice
2773	screens-lcds -> tools-adhesives	Display Polishing Cloth Cleaner for Apple (iPhone / iPad / Mac / iWatch)
2774	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Pink
2775	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Green
2776	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Blue
2777	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Black
2778	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Pink
2779	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Green
2780	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Blue
2781	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Black
2782	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Pink
2783	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Green
2784	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Blue
2785	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Black
2786	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Pink
2787	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Green
2788	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Blue
2789	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Black
2790	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (42mm) - Pink
2791	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (42mm) - Green
2792	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (42mm) - Blue
2793	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (42mm) - Black
2794	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (38mm) - Pink
2795	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (38mm) - Green
2796	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (38mm) - Blue
2797	tempered-glass-protection -> cases-covers	Silver Plated Protection Case for Apple Watch Series 3 (38mm) - Black
2798	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Pink
2799	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Silver
2800	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Gold
2801	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (45mm) - Black
2802	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Pink
2803	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Silver
2804	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Gold
2805	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 7/8/SE 2022 (41mm) - Black
2806	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Pink
2807	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Silver
2808	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Gold
2809	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (44mm) - Black
2810	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Pink
2811	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Silver
2812	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Gold
2813	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 4/5/6/SE 2020 (40mm) - Black
2814	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (42mm) - Pink
2815	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (42mm) - Silver
2816	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (42mm) - Gold
2817	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (42mm) - Black
2818	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (38mm) - Pink
2819	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (38mm) - Silver
2820	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (38mm) - Gold
2821	tempered-glass-protection -> cases-covers	Diamond Protection Case for Apple Watch Series 3 (38mm) - Black
2829	other-parts -> accessories	Charging Holder for Apple Watch - Green
2830	other-parts -> accessories	Charging Holder for Apple Watch - Light Blue
2831	other-parts -> accessories	Charging Holder for Apple Watch - Red
2832	other-parts -> accessories	Charging Holder for Apple Watch - White
2833	other-parts -> accessories	Charging Holder for Apple Watch - Pink
2834	other-parts -> accessories	Charging Holder for Apple Watch - Black
2857	apple-watch -> cases-covers	Ceramic Steel Band for Apple Watch (42/44/45,49mm) - White
2858	apple-watch -> cases-covers	Ceramic Steel Band for Apple Watch (38/40/41mm) - White
2859	apple-watch -> cases-covers	Ceramic Steel Band for Apple Watch (42/44/45,49mm) - Black
2860	apple-watch -> cases-covers	Ceramic Steel Band for Apple Watch (38/40/41mm) - Black
2861	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Gold
2862	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (38/40/41mm) - Gold
2863	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Pink
2864	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (38/40/41mm) - Pink
2865	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Silver
2866	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (38/40/41mm) - Silver
2867	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Black
2868	apple-watch -> cases-covers	Diamond Aluminium Band for Apple Watch (38/40/41mm) - Black
2869	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (42/44/45,49mm) - Gold
2870	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (38/40/41mm) - Gold
2871	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (42/44/45,49mm) - Rose Gold
2872	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (38/40/41mm) - Rose Gold
2873	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (42/44/45,49mm) - Silver
2874	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (38/40/41mm) - Silver
2875	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (42/44/45,49mm) - Black
2876	apple-watch -> cases-covers	Butterfly Aluminium Band for Apple Watch (38/40/41mm) - Black
2877	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Purple/Rose
2878	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Purple/Rose
2879	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Blue/Gold
2880	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Blue/Gold
2881	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Green/Gold
2882	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Green/Gold
2883	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Red/Blue
2884	apple-watch -> cases-covers	Fading Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Red/Blue
2885	apple-watch -> cases-covers	Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Gold
2886	apple-watch -> cases-covers	Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Gold
2887	apple-watch -> cases-covers	Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Pink
2888	apple-watch -> cases-covers	Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Pink
2889	apple-watch -> cases-covers	Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Silver
2890	apple-watch -> cases-covers	Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Silver
2891	apple-watch -> cases-covers	Milanese Band for Apple Watch (42/44/45/49mm) - Size M/L (255mm) - Black
2892	apple-watch -> cases-covers	Milanese Band for Apple Watch (38/40/41mm) - Size S/M (230mm) - Black
2919	cables-chargers -> small-parts-flex	Flashlight Flex Cable Compatible For iPhone 14 Pro
2920	cables-chargers -> small-parts-flex	Proximity Light Sensor Flex Cable Compatible For iPhone 14 Pro
2921	cables-chargers -> small-parts-flex	Infrared Radar Scanner Flex Cable Compatible For iPhone 14 Pro
2922	charging-ports -> small-parts-flex	Wireless NFC Charging Flex With Power & Volume Flex Pre-Installed Compatible For iPhone 14 Pro
2926	cables-chargers -> small-parts-flex	Proximity Light Sensor Flex Cable Compatible For iPhone 14
2928	charging-ports -> small-parts-flex	Wireless NFC Charging Flex With Flashlight Flex Cable Compatible For iPhone 14
2935	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 20 Ultra
2936	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 20
2937	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 10 Lite
2938	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note10 Plus
2939	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 10
2940	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 9
2941	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy Note 8
2942	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S22 Ultra
2943	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S22 Plus
2944	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S22
2945	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S21 FE
2946	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S21 Ultra
2947	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S21 Plus
2948	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S21
2949	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S20 Ultra
2950	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S20 Plus
2951	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S20FE
2952	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S20
2953	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S10 Lite
2954	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S10 Plus
2955	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S10 5G
2956	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S10
2957	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S10E
2958	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S9 Plus
2959	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S9
2960	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S8 Plus
2961	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy S8
2962	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A73 5G
2963	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A72 4G
2964	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A71 5G
2965	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A71
2966	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A70
2967	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A53 5G
2968	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A52S 5G
2969	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A52 4G / A52 5G
2970	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A51 5G
2971	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A51
2972	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A50
2973	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A32 5G
2974	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A32 4G
2975	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A31
2976	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A30S
2977	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A30
2978	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A22
2979	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A21S
2980	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A20S
2981	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A20E
2982	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A20
2983	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A7 (2017)
2984	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A7 (2016)
2985	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A5 (2017)
2986	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A5 (2016)
2987	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A3 (2017)
2988	back-glass-housings -> small-parts-flex	Back Cover Adhesive Tape for Samsung Galaxy A3 (2016)
2989	charging-ports -> small-parts-flex	Wireless NFC Charging Flex With Power & Volume Flex Pre-Installed Compatible For iPhone 14 Pro Max
2990	cables-chargers -> small-parts-flex	Wifi Flex Cable Compatible For iPhone 14 Plus
2991	cables-chargers -> small-parts-flex	Power Button Flex Cable Compatible For iPhone 14 Plus
2992	other-parts -> small-parts-flex	Dual Sim Card Reader Compatible For iPhone 14
2999	cables-chargers -> small-parts-flex	Mainboard Flex Cable Compatible For iPhone 14
3000	cables-chargers -> small-parts-flex	Wifi Flex Cable Compatible For iPhone 14
3001	cables-chargers -> small-parts-flex	Power Button Flex Cable Compatible For iPhone 14
3005	other-parts -> small-parts-flex	Wireless NFC Charging MagSafe Magnet Compatible For iPhone 14 / 14 Plus
3011	cables-chargers -> small-parts-flex	Hard Buttons (Power / Volume / Switch) Compatible For iPhone 14 Pro / 14 Pro Max (Space Black)
3012	cables-chargers -> small-parts-flex	Hard Buttons (Power / Volume / Switch) Compatible For iPhone 14 Pro / 14 Pro Max (Silver)
3013	cables-chargers -> small-parts-flex	Hard Buttons (Power / Volume / Switch) Compatible For iPhone 14 Pro / 14 Pro Max (Gold)
3014	cables-chargers -> small-parts-flex	Hard Buttons (Power / Volume / Switch) Compatible For iPhone 14 Pro / 14 Pro Max (Deep Purple)
3015	cables-chargers -> small-parts-flex	Flash Light / Power Flex Bracket With Microphone Mesh Compatible For iPhone 13 Pro / 14 Pro / 14 Pro Max
3017	cables-chargers -> small-parts-flex	Bluetooth Flex Cable Compatible For iPhone 14 Pro / 14 Pro Max
3018	cables-chargers -> small-parts-flex	Wifi Flex Cable Compatible For iPhone 14 Pro / 14 Pro Max
3023	other-parts -> small-parts-flex	Wireless NFC Charging MagSafe Magnet Compatible For iPhone 14 Pro / 14 Pro Max
3025	cables-chargers -> small-parts-flex	Flashlight Flex Cable Compatible For iPhone 14 Pro Max
3026	cables-chargers -> small-parts-flex	Proximity Light Sensor Flex Cable Compatible For iPhone 14 Pro Max
3027	cables-chargers -> small-parts-flex	Infrared Radar Scanner Flex Cable Compatible For iPhone 14 Pro Max
3028	cables-chargers -> small-parts-flex	Mainboard Flex Cable Compatible For iPhone 14 Pro Max
3403	batteries -> chargers-power	Extern MagSafe Wireless Charging Battery - 10000mAh
3404	batteries -> chargers-power	Extern MagSafe Wireless Charging Battery - 5000mAh
3488	cables-chargers -> chargers-power	20W PD Power Adapter
3498	other-parts -> tools-adhesives	Sunshine SS-057
3502	cables-chargers -> cables-adapters	Apple Thunderbolt Cable (2 m) – White – Apple
3503	cables-chargers -> cables-adapters	Thunderbolt 3 (USB-C) Cable (2 m) – Apple
3783	other-parts -> tools-adhesives	Cleaning bag and sticker
3784	cables-chargers -> chargers-power	Xiaomi Mi 65W GaN Charger Type-C White BHR4499GL (Retail Pack)
3785	cables-chargers -> chargers-power	Huawei 22.5W USB 3.0 Charger with Type-C Cable White 55033325 (Retail Pack)
3786	cables-chargers -> chargers-power	Apple 20W USB-C Power Adapter White MHJE3ZM/A
3787	cables-chargers -> chargers-power	Samsung 15W USB-C Fast Travel Charger Black EP-T1510NBEGEU
3788	cables-chargers -> chargers-power	Samsung 25W Super Fast USB-C Charger Black EP-TA800NBEGEU
3789	cables-chargers -> chargers-power	Samsung 25W Super Fast USB-C Charger White EP-TA800NWEGEU
3790	cables-chargers -> chargers-power	Samsung 35W Fast Duo Travel Charger Black EP-TA220NBEGEU
3791	cables-chargers -> chargers-power	Samsung 25W USB-C Super Fast Charger Black EP-TA800XBEGWW
3792	cables-chargers -> chargers-power	Samsung 25W USB-C Super Fast Charger White EP-TA800XWEGWW (Retail Pack)
3793	cables-chargers -> chargers-power	Nevox USB Charing Adapter Dual Port 2.4A White HC-1680 (Retail Pack)
3794	cables-chargers -> chargers-power	Xiaomi Mi 65W GaN Charger Type A / Type C with Type-C Cable White BHR5515GL (Retail Pack)
3795	cables-chargers -> chargers-power	Samsung 45W Super Fast USB-C Power Adapter Black EP-T4510XBEGEU
3796	cables-chargers -> apple-watch	Samsung Galaxy Watch Active 2 / Watch Active Magnetic Qi Charger Charging Cable Black EP-OR825BBEGWW
3797	cables-chargers -> chargers-power	Samsung 65W Power Adapter Trio USB / Type-C Black EP-T6530NBEGEU
3798	cables-chargers -> chargers-power	Baseus GaN2 Pro 100W Quick Charger USB / USB Type-C White CCGAN2P-L02 (Retail Pack)
3799	charging-ports -> apple-watch	Samsung Galaxy Watch 5 / Watch 5 Pro Charging Dock Black EP-OR900BBEGWW
3800	cables-chargers -> chargers-power	Xiaomi Mi 20W USB-C Charger White BHR4927GL (Retail Pack)
3801	accessories -> chargers-power	Xiaomi Mi 50W Wireless Charging Stand Black BHR6094GL (Retail Pack)
3802	cables-chargers -> chargers-power	Samsung 15W Wireless Charger Pad (with Travel Adapter) White EP-P2400TWEGEU (Retail Pack)
3803	cables-chargers -> chargers-power	Samsung 15W Wireless Duo Charger (without Travel Adapter) White EP-P5400BWEGEU (Retail Pack)
3804	cables-chargers -> chargers-power	OnePlus Warp Charge 50 Wireless Charger White 5481100059 (Retail Pack)
3805	cables-chargers -> chargers-power	Samsung 9W Wireless Charger Trio White EP-P6300TWEGEU (Retail Pack)
3806	cables-chargers -> cables-adapters	Lightning to 3.5 mm Headphone Jack Adapter (AUX) – Compatible
3807	tempered-glass-protection -> it-multimedia	Monitor Privacy Filter 24 inch - 531x298mm
3808	tempered-glass-protection -> it-multimedia	Monitor Privacy Filter 23.8 inch - 528x297mm
3809	tempered-glass-protection -> it-multimedia	Monitor Privacy Filter 23 inch - 509x286mm
3832	accessories -> it-multimedia	Kingston PenDrive 64Gb 3.2 DTKN/64GB (Silver)
3835	cables-chargers -> small-parts-flex	Flashlight Flex Cable Compatible For iPhone 14 Plus
3836	cables-chargers -> small-parts-flex	Proximity Light Sensor Flex Cable Compatible For iPhone 14 Plus
3875	other-parts -> accessories	Purification Smoking instrument
3876	screens-lcds -> tools-adhesives	Broken Screen KG
3877	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 (Lavender)
3878	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 (Green)
3879	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 (Cream)
3880	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 (Black)
3888	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Plus (Lavender)
3889	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Plus (Green)
3890	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Plus (Cream)
3891	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Plus (Black)
3898	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Ultra (Lavender)
3899	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Ultra (Green)
3900	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Ultra (Cream)
3901	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Ultra (Black)
3913	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Ultra (Graphite)
3914	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 Plus (Graphite)
3915	cameras -> back-glass-housings	Back Cover Glass With Camera Lens for S23 (Graphite)
3932	cables-chargers -> chargers-power	Powerbank Samsung 10000mAh Grey EB-P3300XJEGEU (Retail Pack)
3933	screens-lcds -> tempered-glass-protection	Plastic Screen Protection for Samsung Galaxy Z Fold4 Transparent EF-UF93PCTEGWW (Retail Pack)
3934	screens-lcds -> tempered-glass-protection	Plastic Screen protector for Samsung Galaxy S22 Plus 5G Clear EF-US906CTEGWW (Retail Pack)
3935	screens-lcds -> tempered-glass-protection	Plastic Screen Protector for Samsung Galaxy S23 Plus Full Glue Transparent EF-US916CTEGWW (Retail Pack)
3936	screens-lcds -> tempered-glass-protection	Plastic Screen protector for Samsung Galaxy S22 5G Clear EF-US901CTEGWW (Retail Pack)
3937	screens-lcds -> tempered-glass-protection	Plastic Screen Protector for Samsung Galaxy S23 Full Glue Transparent EF-US911CTEGWW (Retail Pack)
3938	screens-lcds -> tempered-glass-protection	Plastic Screen Protection for Samsung Galaxy S23 Ultra Full Glue Transparent EF-US918CTEGWW (Retail Pack)
3940	accessories -> it-multimedia	Verbatim Micro SD 32Gb Class 10 SDHC 44083 (Black)
3941	accessories -> it-multimedia	Samsung MicroSDXC 64GB Evo Plus Memory Card MB-MC64KA/EU (White)
3942	accessories -> it-multimedia	Kingston PenDrive 64Gb 3.2 DTX/64GB (Black)
3943	accessories -> it-multimedia	Kingston PenDrive 256Gb 3.2 DTX/256GB (Black)
3944	accessories -> it-multimedia	Kingston MicroSDHC 32GB Canvas Select Plus Memory Card SDCS2/32GB (Black)
3945	accessories -> it-multimedia	Kingston MicroSDXC 256GB Canvas Select Plus Memory Card SDCS2/256GB (Black)
3946	accessories -> it-multimedia	Kingston MicroSDXC 128GB Canvas Select Plus Memory Card SDCS2/128GB (Black)
3948	cables-chargers -> cables-adapters	Samsung Type-C to Type-C Cable Black EP-DA705BBEGWW
3949	other-parts -> accessories	Defective device samsung, no lock, BCD
3950	other-parts -> accessories	Phone refurbish
3951	screens-lcds -> apple-watch	OLED Assembly For Apple Watch Series SE 2nd – 44MM
